Production_Unit_Id,%_detected_defects_by_QA
P371,18.024928092042185
P374,37.81686497672012
P378,33.89368468877783
P379,38.323736404350605
P380,34.18723800652073
P381,14.037122969837586
P382,36.986301369863014
P383,24.41351888667992
P384,30.069930069930066
P392,34.67048710601719
P395,12.881518865657293
P398,25.380835380835382
P403,21.70195439739414
P404,25.746924428822492
P405,33.555062823355506
P406,27.811860940695297
P407,23.42436974789916
P409,31.170731707317074
P410,40.93023255813954
P411,33.44226579520697
P412,24.517543859649123
P413,25.87621178225205
P414,26.271712158808935
P415,19.18032786885246
P416,14.489112227805695
P417,28.971157985363753
P422,25.5
P423,25.770567786790266
P424,23.219373219373217
P425,20.240480961923847
P426,24.48886869604725
P427,21.75393784589187
P428,31.26142595978062
P430,39.209726443769
P431,37.8668171557562
P432,27.176148046607267
P433,35.31353135313531
P434,25.18348623853211
P435,27.718724448078497
P439,25.991189427312776
P441,23.5949098621421
P442,22.423632091305805
P443,29.723756906077348
P448,23.905588057292718
P449,21.935689270932823
P450,28.375599725839617
P452,32.776451869530625
P458,17.957244655581945
P463,27.84552845528455
P464,28.383458646616543
P465,15.191053122087606
P466,16.232169208066896
P468,26.574992005116727
P469,33.825701624815366
P473,38.07692307692307
P474,50.0
P479,30.474452554744524
P484,39.89004276114844
P487,35.66997518610422
P489,21.212859230394546
P490,18.6649384316267
P492,24.08176301501118
P493,15.048543689320388
P496,19.918367346938776
P498,31.00929614873838
P500,28.36795252225519
P501,32.49772105742935
P506,13.53904282115869
P507,18.620689655172416
P509,23.736029803086748
P510,23.52941176470588
P517,26.644370122630995
P518,32.149901380670606
P520,35.41984732824427
P521,33.98310591293047
P525,19.460343417825023
P526,23.571233251298878
P529,23.77521613832853
P530,32.80871670702179
P531,31.72655565293602
P533,15.089344804765057
P534,32.21821924858466
P535,27.51450676982592
P536,31.43973549744515
P537,29.08816880180859
P541,26.497005988023954
P542,47.106729532790396
P543,16.666666666666664
P544,16.285516285516284
P545,28.438661710037177
P547,29.811715481171547
P548,27.627471383975028
P549,22.198120028922634
P550,20.782299486369023
P551,15.489130434782608
P552,23.538704581358612
P556,21.304926764314246
P557,17.50568366352712
P560,24.76780185758514
P561,36.32596685082873
P564,15.783204288266825
P566,26.308345120226306
P575,33.13953488372093
P576,23.809523809523807
P580,18.193224592220826
P590,28.576259722691915
P591,26.126126126126124
P594,19.79356405585914
P595,33.94241417497231
P597,27.14512711864407
P599,25.970873786407765
P601,27.403846153846157
P604,21.508172362555722
P607,25.050200803212853
P608,17.79935275080906
P609,25.565610859728505
P610,22.949640287769785
P611,41.2987012987013
P612,16.852367688022284
P614,33.534222987516145
P615,30.801335559265443
P616,20.714285714285715
P619,44.38775510204081
P621,23.699421965317917
P624,24.842163052429317
P625,16.216216216216218
P628,47.90419161676647
P631,30.963572267920092
P632,23.91228680821441
P638,28.49162011173184
P639,22.66857962697274
P640,20.454545454545457
P646,31.327048585931834
P647,27.258726899383984
P651,29.540358744394617
P652,33.001658374792704
P654,21.01513802315227
P657,27.420123986647592
P659,35.59742191373327
P661,37.755102040816325
P662,19.474196689386563
P663,36.85649202733485
P665,25.751001335113482
P667,29.268292682926827
P669,32.47767857142857
P670,17.754952311078505
P671,27.65830346475508
P672,35.21923620933522
P673,13.980582524271846
P675,29.377648895828685
P680,28.51851851851852
P681,20.460358056265985
P685,17.732310315430517
P687,21.06537530266344
P688,31.58742949234488
P691,30.143112701252235
P692,40.05876591576885
P693,22.25762403277196
P694,27.322404371584703
P695,41.158402808249235
P697,42.476489028213166
P698,36.22704507512521
P699,25.375826819001805
P701,17.769002961500494
P702,58.31325301204819
P705,19.84238671545173
P708,18.83150756390193
P710,15.183904432568374
P711,26.373626373626376
P713,14.166666666666666
P714,21.776114324600204
P715,34.82482059940904
P717,28.97959183673469
P720,27.963272120200333
P728,17.128205128205128
P729,18.771888862946533
P730,43.49315068493151
P731,16.691285081240768
P732,27.431693989071036
P734,24.17247386759582
P736,30.0561797752809
P739,17.748659916617036
P742,23.27001356852103
P743,29.689390883420735
P749,13.478260869565217
P754,23.233215547703182
P755,17.647058823529413
P756,22.022213711221756
P758,25.95698140721837
P759,19.694868238557557
P763,32.678342588637335
P766,14.273504273504273
P767,27.124563445867288
P768,23.462414578587698
P771,32.310315430520035
P772,18.711385701676964
P774,19.13613996719519
P778,25.959904858987425
P780,20.26832774317202
P789,19.41160296948034
P790,52.46636771300448
P792,23.833333333333336
P793,20.998864926220204
P795,21.612690019828158
P796,26.536124240378122
P801,32.32733604178758
P802,29.026701119724375
P805,24.26408746846089
P807,25.599669148056243
P811,18.68312757201646
P812,27.479815455594004
P815,27.960057061340944
P816,28.680758017492714
P817,17.72151898734177
P820,41.26712328767123
P825,21.667612024957457
P828,22.925170068027214
P830,29.609823727470786
P831,16.29284807448159
P832,58.37606837606838
P834,19.212962962962962
P835,33.47511697150149
P838,41.37702747434624
P839,44.57593688362919
P842,39.93325917686318
P843,27.115858668857847
P848,44.9438202247191
P852,28.783382789317507
P853,26.07003891050584
P856,31.833695314923983
P857,30.61594202898551
P858,36.68639053254438
P859,29.645500584339697
P860,25.35564853556485
P862,11.807817589576548
P864,29.422066549912433
P865,21.216617210682493
P867,32.29398663697104
P868,33.01100366788929
P869,22.42884250474383
P870,26.119854721549636
P872,25.162337662337663
P874,27.77777777777778
P878,27.679324894514767
P879,35.288888888888884
P883,16.998341625207296
P884,28.520428401428006
P885,19.637462235649547
P886,13.638052768487551
P887,17.864271457085827
P891,19.4275802254987
P893,31.853950267548004
P895,27.33564013840831
P896,20.054446460980035
P900,21.907538525614328
P906,28.769497400346623
P907,35.228677379480835
P908,29.816370992841577
P909,31.568998109640834
P911,30.70394408387419
P912,29.252669039145907
P914,38.45686512758202
P917,35.34743202416919
P920,20.47085845535458
P921,26.813880126182966
P922,13.274336283185843
P924,30.853761622992394
P929,10.864197530864198
P930,33.81478334749362
P931,22.3121387283237
P932,35.97951344430218
P938,20.097697138869506
P943,23.429844097995545
P946,8.90937019969278
P951,18.06853582554517
P954,25.897748021911138
P955,35.51820728291317
P959,28.472906403940883
P961,19.635099913119028
P964,30.724070450097845
P967,17.30319563522993
P971,44.08163265306123
P973,30.985915492957744
P977,21.684981684981686
P983,30.569948186528496
P985,28.526645768025077
P986,30.36876355748373
P987,20.494531621493106
P990,28.240942819729376
P992,23.705926481620406
P993,14.022988505747128
P994,25.431425976385103
P995,31.53153153153153
P996,31.341385886840435
P998,46.4326160815402
P999,17.99329702555509
